film_id,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,last_update,special_features,fulltext
901,Tracy Cider,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,1,3,0.99,142,29.99,G,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'administr':9 'build':15 'cider':2 'databas':8 'lumberjack':17 'madman':12 'must':14 'nigeria':19 'reflect':5 'touch':4 'traci':1
903,Traffic Hobbit,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,2006,1,5,4.99,139,13.99,G,50:59.0,"{Trailers,Commentaries}",'administr':17 'amaz':4 'boat':22 'databas':16 'epistl':5 'hobbit':2 'lumberjack':11 'must':13 'squirrel':8 'succumb':14 'traffic':1 'u':21 'u-boat':20
908,Trap Guys,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,1,3,4.99,110,11.99,G,50:59.0,"{Commentaries,""Behind the Scenes""}",'administr':18 'boy':8 'challeng':15 'cow':12 'databas':17 'desert':22 'guy':2 'mad':11 'must':14 'sahara':21 'stori':5 'trap':1 'unbeliev':4
915,Truman Crazy,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,2006,1,7,4.99,92,9.99,G,50:59.0,"{Trailers,Commentaries}",'administr':17 'boy':11 'crazi':2 'databas':16 'epistl':5 'meet':14 'monasteri':20 'moos':8 'must':13 'thrill':4 'truman':1
916,Turn Star,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,2006,1,3,2.99,80,10.99,G,50:59.0,"{Commentaries,""Behind the Scenes""}",'chase':14 'man':8 'monkey':11 'must':13 'new':18 'orlean':19 'star':2 'student':16 'stun':4 'tale':5 'turn':1
919,Tycoon Gathering,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,2006,1,3,4.99,82,17.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'display':5 'emot':4 'gather':2 'husband':8 'madman':17 'manhattan':20 'must':14 'penthous':21 'shark':12 'succumb':15 'tycoon':1
920,Unbreakable Karate,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,2006,1,3,0.99,62,16.99,G,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}","'amaz':4 'australia':19 'charact':5 'chase':15 'karat':2 'must':14 'robot':9,17 'student':12 'studi':6 'unbreak':1"
932,Valley Packer,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,2006,1,3,0.99,73,21.99,G,50:59.0,"{Commentaries,""Deleted Scenes""}",'astound':4 'astronaut':8 'berlin':19 'boy':11 'documentari':5 'must':13 'outrac':14 'packer':2 'sumo':16 'valley':1 'wrestler':17
954,Wake Jaws,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,2006,1,7,4.99,73,18.99,G,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'beauti':4 'berlin':18 'challeng':14 'compos':11 'feminist':8 'jaw':2 'moos':16 'must':13 'saga':5 'wake':1
957,War Notting,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,2006,1,7,4.99,80,26.99,G,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'agent':18 'bore':4 'canadian':21 'challeng':15 'drama':5 'must':14 'not':2 'rocki':22 'secret':17 'sumo':11 'teacher':8 'war':1 'wrestler':12
958,Wardrobe Phantom,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,2006,1,6,2.99,178,19.99,G,50:59.0,"{Trailers,Commentaries}",'action':5 'action-pack':4 'ancient':21 'astronaut':14 'car':19 'cow':11 'display':7 'india':22 'kill':17 'mad':10 'must':16 'pack':6 'phantom':2 'wardrob':1
959,Warlock Werewolf,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,2006,1,6,2.99,83,10.99,G,50:59.0,"{Commentaries,""Behind the Scenes""}",'astound':4 'crocodil':11 'defeat':14 'must':13 'outback':20 'pioneer':8 'shark':17 'warlock':1 'werewolf':2 'yarn':5
960,Wars Pluto,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,2006,1,5,2.99,128,15.99,G,50:59.0,"{Commentaries,""Behind the Scenes""}",'administr':12 'chase':15 'databas':11 'desert':21 'madman':17 'must':14 'pluto':2 'reflect':5 'sahara':20 'taut':4 'teacher':8 'war':1
964,Waterfront Deliverance,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,2006,1,4,4.99,61,17.99,G,50:59.0,"{""Behind the Scenes""}",'build':15 'deliver':2 'dentist':8 'documentari':5 'must':14 'nigeria':19 'technic':11 'unbeliev':4 'waterfront':1 'woman':17 'writer':12
965,Watership Frontier,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,2006,1,6,0.99,112,28.99,G,50:59.0,{Commentaries},'boat':8 'crocodil':11 'emot':4 'frontier':2 'georgia':19 'meet':14 'moos':16 'must':13 'soviet':18 'watership':1 'yarn':5
968,Werewolf Lola,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,2006,1,6,4.99,79,19.99,G,50:59.0,"{Trailers,""Behind the Scenes""}",'fanci':4 'lola':2 'man':8 'monasteri':20 'must':14 'outrac':15 'stori':5 'student':17 'sumo':11 'werewolf':1 'wrestler':12
969,West Lion,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,2006,1,4,4.99,159,29.99,G,50:59.0,{Trailers},'administr':17 'butler':8 'challeng':14 'databas':16 'drama':5 'intrepid':4 'lion':2 'lumberjack':11 'manhattan':20 'must':13 'penthous':21 'west':1
996,Young Language,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,2006,1,6,0.99,183,9.99,G,50:59.0,"{Trailers,""Behind the Scenes""}",'administr':12 'boat':8 'boy':17 'databas':11 'first':20 'languag':2 'man':21 'meet':15 'must':14 'space':22 'station':23 'unbeliev':4 'yarn':5 'young':1
1,Academy Dinosaur,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,2006,1,6,0.99,86,20.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'academi':1 'battl':15 'canadian':20 'dinosaur':2 'drama':5 'epic':4 'feminist':8 'mad':11 'must':14 'rocki':21 'scientist':12 'teacher':17
6,Agent Truman,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,1,3,2.99,169,17.99,PG,50:59.0,"{""Deleted Scenes""}",'agent':1 'ancient':19 'boy':11 'china':20 'escap':14 'intrepid':4 'must':13 'panorama':5 'robot':8 'sumo':16 'truman':2 'wrestler':17
12,Alaska Phantom,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,1,6,0.99,136,22.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'alaska':1 'australia':19 'boy':17 'chef':12 'fanci':4 'hunter':8 'must':14 'pastri':11 'phantom':2 'saga':5 'vanquish':15
13,Ali Forever,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,2006,1,4,4.99,150,21.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'action':5 'action-pack':4 'ali':1 'battl':16 'canadian':21 'crocodil':13 'dentist':10 'drama':7 'feminist':18 'forev':2 'must':15 'pack':6 'rocki':22
19,Amadeus Holy,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,2006,1,6,0.99,113,20.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'amadeus':1 'baloon':20 'battl':15 'display':5 'emot':4 'holi':2 'man':17 'must':14 'pioneer':8 'technic':11 'writer':12
37,Arizona Bang,A Brilliant Panorama of a Mad Scientist And a Mad Cow who must Meet a Pioneer in A Monastery,2006,1,3,2.99,121,28.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}","'arizona':1 'bang':2 'brilliant':4 'cow':13 'mad':8,12 'meet':16 'monasteri':21 'must':15 'panorama':5 'pioneer':18 'scientist':9"
41,Arsenic Independence,A Fanciful Documentary of a Mad Cow And a Womanizer who must Find a Dentist in Berlin,2006,1,4,0.99,137,17.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'arsenic':1 'berlin':19 'cow':9 'dentist':17 'documentari':5 'fanci':4 'find':15 'independ':2 'mad':8 'must':14 'woman':12
265,Dying Maker,A Intrepid Tale of a Boat And a Monkey who must Kill a Cat in California,2006,1,5,4.99,168,28.99,PG,50:59.0,"{""Behind the Scenes""}",'boat':8 'california':18 'cat':16 'die':1 'intrepid':4 'kill':14 'maker':2 'monkey':11 'must':13 'tale':5
63,Bedazzled Married,A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House,2006,1,6,0.99,73,21.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'abandon':21 'astound':4 'bedazzl':1 'charact':5 'fun':22 'hous':23 'mad':17 'madman':9 'marri':2 'meet':15 'must':14 'robot':12 'scientist':18 'studi':6
65,Behavior Runaway,A Unbelieveable Drama of a Student And a Husband who must Outrace a Sumo Wrestler in Berlin,2006,1,3,4.99,100,20.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'behavior':1 'berlin':19 'drama':5 'husband':11 'must':13 'outrac':14 'runaway':2 'student':8 'sumo':16 'unbeliev':4 'wrestler':17
72,Bill Others,A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention,2006,1,6,2.99,93,12.99,PG,50:59.0,"{Trailers,Commentaries}",'bill':1 'challeng':16 'convent':22 'forens':12 'mad':8 'must':15 'mysql':21 'other':2 'psychologist':13 'saga':5 'scientist':9 'squirrel':18 'stun':4
74,Birch Antitrust,A Fanciful Panorama of a Husband And a Pioneer who must Outgun a Dog in A Baloon,2006,1,4,4.99,162,18.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'antitrust':2 'baloon':19 'birch':1 'dog':16 'fanci':4 'husband':8 'must':13 'outgun':14 'panorama':5 'pioneer':11
78,Blackout Private,A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan,2006,1,7,2.99,85,12.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'agent':19 'ancient':21 'blackout':1 'challeng':16 'chef':9 'intrepid':4 'japan':22 'mad':12 'must':15 'pastri':8 'privat':2 'scientist':13 'secret':18 'yarn':5
84,Boiled Dares,A Awe-Inspiring Story of a Waitress And a Dog who must Discover a Dentist in Ancient Japan,2006,1,7,4.99,102,13.99,PG,50:59.0,"{Trailers,Commentaries}",'ancient':20 'awe':5 'awe-inspir':4 'boil':1 'dare':2 'dentist':18 'discov':16 'dog':13 'inspir':6 'japan':21 'must':15 'stori':7 'waitress':10
88,Born Spinal,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,2006,1,7,4.99,179,17.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'born':1 'epistl':5 'frisbe':8 'husband':11 'must':13 'nigeria':18 'pursu':14 'spinal':2 'student':16 'touch':4
91,Bound Cheaper,A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon,2006,1,5,0.99,98,17.99,PG,50:59.0,"{""Behind the Scenes""}",'administr':9 'astronaut':12 'baloon':20 'bound':1 'challeng':15 'cheaper':2 'databas':8 'lumberjack':17 'must':14 'panorama':5 'thrill':4
93,Brannigan Sunrise,A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin,2006,1,4,4.99,121,27.99,PG,50:59.0,{Trailers},'amaz':4 'berlin':18 'brannigan':1 'crocodil':11 'dog':16 'epistl':5 'moos':8 'must':13 'outrac':14 'sunris':2
99,Bringing Hysterical,A Fateful Saga of a A Shark And a Technical Writer who must Find a Woman in A Jet Boat,2006,1,7,2.99,136,14.99,PG,50:59.0,{Trailers},'boat':22 'bring':1 'fate':4 'find':16 'hyster':2 'jet':21 'must':15 'saga':5 'shark':9 'technic':12 'woman':18 'writer':13
103,Bucket Brotherhood,A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory,2006,1,7,4.99,133,27.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'amaz':4 'baloon':19 'brotherhood':2 'bucket':1 'display':5 'factori':20 'girl':8 'lumberjack':16 'must':13 'succumb':14 'woman':11
121,Carol Texas,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,2006,1,4,2.99,151,15.99,PG,50:59.0,"{Trailers,""Behind the Scenes""}","'astound':4 'carol':1 'charact':5 'compos':9,17 'monasteri':20 'must':14 'overcom':15 'student':12 'studi':6 'texa':2"
122,Carrie Bunch,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,2006,1,7,0.99,114,11.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'amaz':4 'astronaut':11 'bunch':2 'canadian':19 'carri':1 'discov':14 'epistl':5 'frisbe':16 'must':13 'rocki':20 'student':8
131,Center Dinosaur,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,2006,1,5,4.99,152,12.99,PG,50:59.0,"{""Deleted Scenes""}",'beauti':4 'california':20 'center':1 'charact':5 'dentist':13 'dinosaur':2 'dog':18 'find':16 'must':15 'studi':6 'sumo':9 'wrestler':10
132,Chainsaw Uptown,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,2006,1,6,0.99,114,25.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'australia':18 'beauti':4 'boy':8 'chainsaw':1 'discov':14 'documentari':5 'must':13 'robot':11 'squirrel':16 'uptown':2
134,Champion Flatliners,A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery,2006,1,4,4.99,51,21.99,PG,50:59.0,{Trailers},'amaz':4 'champion':1 'cow':9 'dog':12 'flatlin':2 'husband':17 'kill':15 'mad':8 'monasteri':20 'must':14 'stori':5
137,Charade Duffel,A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention,2006,1,3,2.99,66,21.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'action':5 'action-pack':4 'build':16 'charad':1 'convent':22 'display':7 'dog':18 'duffel':2 'man':10 'must':15 'mysql':21 'pack':6 'waitress':13
139,Chasing Fight,A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank,2006,1,7,4.99,114,21.99,PG,50:59.0,"{Trailers,Commentaries}","'astound':4 'battl':15 'butler':12,17 'chase':1 'fight':2 'must':14 'saga':5 'shark':20 'tank':21 'technic':8 'writer':9"
142,Chicken Hellfighters,A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia,2006,1,3,0.99,122,24.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'australia':19 'chicken':1 'dog':8 'drama':5 'emot':4 'explor':11 'hellfight':2 'must':13 'outrac':14 'technic':16 'writer':17
143,Chill Luck,A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies,2006,1,6,0.99,142,17.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'boat':8 'canadian':21 'chill':1 'epistl':5 'fight':15 'lacklustur':4 'luck':2 'must':14 'rocki':22 'shark':18 'technic':11 'writer':12
144,Chinatown Gladiator,A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India,2006,1,7,4.99,61,24.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'ancient':19 'brilliant':4 'butler':17 'chinatown':1 'escap':15 'gladiat':2 'india':20 'lumberjack':12 'must':14 'panorama':5 'technic':8 'writer':9
150,Cider Desire,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,1,7,2.99,101,9.99,PG,50:59.0,"{""Behind the Scenes""}",'cat':18 'charact':5 'cider':1 'compos':9 'cow':13 'desir':2 'georgia':21 'mad':12 'must':15 'soviet':20 'studi':6 'stun':4 'succumb':16
164,Coast Rainbow,A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert,2006,1,4,0.99,55,20.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'astound':4 'butler':17 'challeng':15 'coast':1 'cow':9 'desert':21 'documentari':5 'mad':8 'must':14 'pioneer':12 'rainbow':2 'sahara':20
185,Cowboy Doom,A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon,2006,1,3,2.99,146,10.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'astound':4 'baloon':19 'boy':8 'butler':16 'cowboy':1 'doom':2 'drama':5 'fight':14 'lumberjack':11 'must':13
188,Crazy Home,A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback,2006,1,7,2.99,136,24.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'administr':17 'boy':8 'crazi':1 'databas':16 'fanci':4 'home':2 'must':13 'outback':20 'panorama':5 'vanquish':14 'woman':11
194,Crow Grease,A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,2006,1,6,0.99,104,22.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'administr':19 'awe':5 'awe-inspir':4 'crow':1 'databas':18 'documentari':7 'first':22 'greas':2 'husband':13 'inspir':6 'man':23 'must':15 'sink':16 'space':24 'station':25 'woman':10
201,Cyclone Family,A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention,2006,1,7,2.99,176,18.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'convent':20 'cyclon':1 'drama':5 'famili':2 'lacklustur':4 'monkey':11 'must':13 'mysql':19 'sink':14 'student':8 'woman':16
204,Dalmations Sweden,A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,2006,1,4,0.99,106,25.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'dalmat':1 'emot':4 'epistl':5 'hunter':11 'manhattan':19 'moos':8 'must':13 'overcom':14 'penthous':20 'robot':16 'sweden':2
207,Dangerous Uptown,A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California,2006,1,7,4.99,121,26.99,PG,50:59.0,{Commentaries},'california':19 'danger':1 'dog':17 'mad':8 'must':14 'overcom':15 'scientist':9 'stori':5 'unbeliev':4 'uptown':2 'woman':12
215,Dawn Pond,A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin,2006,1,4,4.99,57,27.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'berlin':19 'dawn':1 'defeat':15 'dentist':8 'documentari':5 'forens':11 'must':14 'pond':2 'psychologist':12 'thought':4 'waitress':17
233,Disciple Mother,A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank,2006,1,3,0.99,141,17.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'boat':12 'discipl':1 'face':15 'mad':8 'moos':17 'mother':2 'must':14 'reflect':5 'scientist':9 'shark':20 'tank':21 'touch':4
252,Dream Pickup,A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico,2006,1,6,2.99,135,18.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'car':8 'compos':11 'display':5 'dream':1 'epic':4 'forens':16 'gulf':20 'mexico':22 'must':13 'overcom':14 'pickup':2 'psychologist':17
258,Drums Dynamite,A Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park,2006,1,6,0.99,96,11.99,PG,50:59.0,{Trailers},"'abandon':19 'amus':20 'confront':14 'crocodil':8,11 'display':5 'dog':16 'drum':1 'dynamit':2 'epic':4 'must':13 'park':21"
273,Effect Gladiator,A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse,2006,1,6,0.99,107,14.99,PG,50:59.0,{Commentaries},"'beauti':4 'chef':9,13 'display':5 'effect':1 'forens':18 'gladiat':2 'manhattan':22 'must':15 'outgun':16 'pastri':8,12 'penthous':23 'psychologist':19"
274,Egg Igby,A Beautiful Documentary of a Boat And a Sumo Wrestler who must Succumb a Database Administrator in The First Manned Space Station,2006,1,4,2.99,67,20.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'administr':18 'beauti':4 'boat':8 'databas':17 'documentari':5 'egg':1 'first':21 'igbi':2 'man':22 'must':14 'space':23 'station':24 'succumb':15 'sumo':11 'wrestler':12
275,Egypt Tenenbaums,A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park,2006,1,3,0.99,85,11.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'agent':12 'amus':21 'astronaut':17 'egypt':1 'intrepid':4 'madman':8 'must':14 'outrac':15 'park':22 'secret':11 'stori':5 'tenenbaum':2
290,Everyone Craft,A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria,2006,1,4,0.99,163,29.99,PG,50:59.0,"{Trailers,Commentaries}",'butler':16 'craft':2 'dentist':11 'display':5 'everyon':1 'fate':4 'must':13 'nigeria':18 'reach':14 'waitress':8
295,Expendable Stallion,A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat,2006,1,3,0.99,97,14.99,PG,50:59.0,"{Trailers,""Behind the Scenes""}",'amaz':4 'boat':23 'charact':5 'cow':10 'discov':16 'expend':1 'hunter':18 'mad':9 'must':15 'squirrel':13 'stallion':2 'studi':6 'u':22 'u-boat':21
305,Fatal Haunted,A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan,2006,1,6,2.99,91,24.99,PG,50:59.0,"{Trailers,""Behind the Scenes""}",'agent':12 'ancient':19 'beauti':4 'confront':15 'dentist':17 'drama':5 'fatal':1 'haunt':2 'japan':20 'must':14 'secret':11 'student':8
308,Ferris Mother,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,1,3,2.99,142,13.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'display':5 'ferri':1 'frisbe':8,11 'girl':16 'gulf':19 'kill':14 'mexico':21 'mother':2 'must':13 'touch':4"
311,Fiction Christmas,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,1,4,0.99,72,14.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'battl':15 'christma':2 'emot':4 'fiction':1 'mine':21 'must':14 'robot':17 'shaft':22 'shark':9 'student':12 'yarn':5
317,Fireball Philadelphia,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,1,4,0.99,148,25.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'abandon':20 'amaz':4 'dentist':8 'firebal':1 'madman':17 'mine':21 'must':14 'philadelphia':2 'shaft':22 'shark':12 'vanquish':15 'yarn':5
327,Fool Mockingbird,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,2006,1,3,4.99,158,24.99,PG,50:59.0,"{Trailers,Commentaries}",'boat':21 'compos':11 'crocodil':8 'defeat':14 'fool':1 'lacklustur':4 'madman':16 'mockingbird':2 'must':13 'tale':5 'u':20 'u-boat':19
336,French Holiday,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,2006,1,5,4.99,99,22.99,PG,50:59.0,"{""Behind the Scenes""}",'berlin':18 'dog':8 'epistl':5 'feminist':11 'french':1 'holiday':2 'kill':14 'madman':16 'must':13 'thrill':4
338,Frisco Forrest,A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank,2006,1,6,4.99,51,23.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'beauti':4 'documentari':5 'forrest':2 'frisco':1 'mad':16 'must':13 'pioneer':11 'pursu':14 'scientist':17 'shark':20 'tank':21 'woman':8
341,Frost Head,A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention,2006,1,5,0.99,82,13.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'amaz':4 'cat':11 'convent':20 'discov':14 'frost':1 'head':2 'husband':16 'lumberjack':8 'must':13 'mysql':19 'reflect':5
343,Full Flatliners,A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank,2006,1,6,2.99,94,14.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'astronaut':8 'beauti':4 'documentari':5 'flatlin':2 'full':1 'monkey':16 'moos':11 'must':13 'pursu':14 'shark':19 'tank':20
345,Gables Metropolis,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,2006,1,3,0.99,161,17.99,PG,50:59.0,"{Trailers,Commentaries}",'baloon':20 'cat':8 'challeng':14 'chef':17 'display':5 'factori':21 'fate':4 'gabl':1 'metropoli':2 'must':13 'pastri':16 'pioneer':11
351,Gaslight Crusade,A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico,2006,1,4,2.99,106,10.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'amaz':4 'astronaut':11 'boy':8 'crusad':2 'epistl':5 'gaslight':1 'gulf':19 'man':16 'mexico':21 'must':13 'redeem':14
359,Gladiator Westward,A Astounding Reflection of a Squirrel And a Sumo Wrestler who must Sink a Dentist in Ancient Japan,2006,1,6,4.99,173,20.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'ancient':19 'astound':4 'dentist':17 'gladiat':1 'japan':20 'must':14 'reflect':5 'sink':15 'squirrel':8 'sumo':11 'westward':2 'wrestler':12
369,Goodfellas Salute,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,2006,1,4,4.99,56,22.99,PG,50:59.0,"{""Deleted Scenes""}",'baloon':20 'cow':17 'dog':8 'explor':11 'factori':21 'goodfella':1 'mad':16 'must':13 'salut':2 'sink':14 'tale':5 'unbeliev':4
374,Graffiti Love,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,2006,1,3,0.99,117,29.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'berlin':19 'build':15 'compos':17 'epistl':5 'graffiti':1 'hunter':12 'love':2 'must':14 'sumo':8 'unbeliev':4 'wrestler':9
380,Greek Everyone,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,2006,1,7,2.99,176,11.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'butler':8 'confront':14 'display':5 'everyon':2 'first':20 'greek':1 'man':21 'must':13 'shark':17 'space':22 'station':23 'stun':4 'teacher':11
382,Grit Clockwork,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,2006,1,3,0.99,137,21.99,PG,50:59.0,"{Trailers,""Deleted Scenes""}",'clockwork':2 'confront':14 'dentist':8 'display':5 'grit':1 'lumberjack':16 'must':13 'shark':19 'squirrel':11 'tank':20 'thought':4
